Time;score_ID;Reference;WER;CER;Transcript;Augmentation_list;Best_epoch;Total_epoch
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;psykiske ændringer indtræder hos de fleste efter flere års sygdom fulgt af langsomt fremadskridende demens der kan ledsages af depression eller konfusion;0.5909090909090909;0.2679738562091503;psykiske ændringer indtyder hos de fleste efter porlere års sygdomme hunde er langsomt rammedstivdenlimens dergeriseres af do pe son eller kolfolsyn;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;men samfundet er vel os alle sammen inklusive den danske fagbevægelse;0.4545454545454545;0.11594202898550725;en samfundet der vel os alle sammen enkesive dede danske fagbevænelse;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;forsøget skal forhindre det alt for store frafald der er efter gymnasiet;0.5;0.1527777777777778;forsøget skal for hænrer de alt for store fragad der er eftrer gymlage;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;der vil komme flere og flere lægemidler som helt kan udrydde behandlinger;0.25;0.0684931506849315;der vil komme flere og flere lægemiddler som hen kan uldryde behandlinger;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;jeg kan ikke rejse en sag mod sygehuset for en patient;0.5454545454545454;0.3333333333333333;jeg kan ikke rejse sag e synee sn kom en sel;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;jeg vurderer ham absolut som den største;0.14285714285714285;0.05;jeg vurderer ham absolut sil den største;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;zoom ind på centreret tekst;0.4;0.14814814814814814;e sue ind på centreret tekst;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;direktøren støttes af museets ansatte;0.0;0.0;direktøren støttes af museets ansatte;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;de mødte børn fra mange samfundslag og lærte man udmærket kan være forskellige og alligevel sammen;0.4375;0.1836734693877551;de mødte børn fra mange samfundslægere lærte at man udbekke kan være forskellige oglerhee er sanme;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;hold pause hver anden time slap af og gør nogle lette strækøvelser;0.4166666666666667;0.16666666666666666;ol  pause ver anden time slap an og gør nogle lile strækkeønser;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;det undrer mig at departementschefen var med til det møde;0.1;0.10526315789473684;det undrer mig at dekormentcheafen var med til det møde;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;det kan som regel gøres for omkring et tusinde kroner;1.1;0.6037735849056604;dento de egse spean ri or tå et ete fri sipå to;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;de lod til at være forholdsvis trygge ved situationen;0.4444444444444444;0.22641509433962265;de gune til at være gor sis trygge ved situsionen;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;formatér effekter til dette dokument;0.2;0.08333333333333333;formantere effekter til dette dokument;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;jeg tror at vi vender hjem en gang;0.375;0.2352941176470588;jeg tror at man vender hjem eerken;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;jeg har set for meget pop om drømme;0.75;0.4;det har se for meg komån rolded;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;efter at have presset på i mere end et år fik landmændene fredag udkastet til to nye bekendtgørelser om medicinforbrug i landbruget;0.4090909090909091;0.11450381679389313;efter at have pressepå mere end et år fik landmændetne fredag udkastet to nye bekendtgerels og mi sinforbru landbruget;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;det bliver til en snak om blandt andet grønne afgifter frynsegoder og perspektiver for skattesystemet;0.4666666666666667;0.13861386138613865;detllæver til en snak om blandt andet grønne afgifter om foensegodet og velprespektiver fra skatesystemet;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;lyden kan hentes gennem lydkortet eller med hovedtelefoner fra lydudgangen på indstikskortet;0.5833333333333334;0.2065217391304348;øden kan hentes gennem lydkortigt eller med hovedselfronat for odgange einstikskortet;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;det er både de praktiserende læger og kommunerne enige om er en uholdbar løsning;0.7857142857142857;0.3375;det er kåmet til faktiserende erer ov kommulerne enelige oft er kokrelbarhossen;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;der fik manden så lov at sidde i en time indtil han forbarmede sig og lukkede døren op igen;0.15789473684210525;0.07692307692307693;der fik manden så lov at sidde i en time indtil han forbarmed sig og nu vil døren op igen;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;teaktræ skal behandles med kærlige hænder og olie for at blive pæne igen;0.3076923076923077;0.06944444444444445;titræ skal behandles med kærlige hende og olie for at blive pæneigen;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;det fandtes ikke i barens udvalg;0.3333333333333333;0.09375;bet fandtes ikke i barens udvad;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;ja men det skal den da have lov til;0.6666666666666666;0.2285714285714285;namendi skal den der herve lov ti;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;dagligt stak han næsen ind i min fars atelier for at indsnuse terpentin og kaste et søgende blik på hans igangværende billeder;0.5909090909090909;0.1746031746031746;daglig star kan næsen ind di min far er talent for at indsluse tepentin og kaste et søgende pblik po hans igangvænke belre;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;borgerrepræsentationen ventes at vedtage navnene i morgen efter indstilling fra kommunens vejnavnenævn;0.25;0.029411764705882363;borerrepræsentationen ventes at vedtage navlene i morgen efter indstilling fra kommunens vejlavnenævn;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;man kan sige at det er noget af et luksusproblem at beskæftige sig med;0.7142857142857143;0.2285714285714285;man gan seer at der er noget aft luksusbolae skæftige sim mand;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;svinebestanden er kun halvdelen af bestanden før krigen;0.75;0.14545454545454545;svinebestenten er kuni halvdend maf bestanden føra grigen;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;det ser ud af mere når man kikker ned under den lange vandring over vandbroen;0.5333333333333333;0.18181818181818185;det ser ud at mere når man kiggere nedovder den lange vandren i or vandet;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;udbuddet af busrejser er stort og varieret;0.0;0.0;udbuddet af busrejser er stort og varieret;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;erstat det markerede ord med følgende;0.3333333333333333;0.08108108108108109;estant de markerede ord med følgende;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;besvar email på dansk;0.75;0.2857142857142857;de svarer imed på dansk;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;i protokollen skal anføres hvilke dyr der er behandlet det anvendte lægemiddel dosering og behandlingsmåde;0.6;0.3207547169811321;et kutikole skal anføres vekkedyr der er behandlet aer menedeed i skøden og behandlingsloet;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;han har nogle personlige ritualer som han bruger til på det mentale plan at indstille sig på en kamp;0.8947368421052632;0.41;e er pesonlig må tuale som sin å tid på d elotale plane insmille er keogram;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;det er ikke publikum der beder til at museerne skal vokse og udvide;0.3076923076923077;0.11940298507462685;det er ikke publikum der bedre til at museerne skal bokse  udden;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;præsidenten nævner ikke tabuordet atombombe;0.2;0.04651162790697674;præsidenten nævner ikke tabeårdet atombombe;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;han viser igen hvor økonomisk han er i brugen af sine mange indfald;1.0;0.4029850746268657;en visir gennem vor e komuniske ver uen er som mankeen tald;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;jeg tror derfor at det vil være lige så farligt;0.2;0.10638297872340426;jeg tror derfor at det vile være lige så grerlig;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;han må vinke farvel til muligheden for sit livs rejse;0.1;0.018867924528301886;an må vinke farvel til muligheden for sit livs rejse;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;det allervigtigste er at spise mindre fedt;0.5714285714285714;0.09523809523809523;jdet allervigtigste er at som vise mindrefedt;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;det er de ejendommeligste ting fodboldfans kan slippe af sted med at få smuglet ind på stadion når de skal heppe på deres helte;0.7083333333333334;0.3307086614173229;det et deeje dobmels le ting grupper fanske ier sted med at fosvulet ind på skauden ar i ske æpper på en salte;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;de overrasker alle og finder en arkitekt der kan skabe noget helt nyt ud af denne utroligt spændende sigtelinje;0.2631578947368421;0.06306306306306306;det overrasker aller og finder en arkitekt der kan skabe noget helt nyt ud af denne utrolig spællende sigtilinie;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;i gåsegang med tovet mellem hænderne ledes passagererne frem til stationsbygningen;0.7272727272727273;0.14634146341463414;in godsegang med toret mellem hænderne mødes passagerene fremtills stationsbygine;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;jo mere ro og stilhed der omgiver hende desto mere opmærksom er hun på lyden;0.5333333333333333;0.18421052631578946;jo mere ron og stilhed der omgivring end it destumere opmærksom er en lde;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;i dag er cirka en procent af det samlede landbrugsareal økologisk;0.6363636363636364;0.3692307692307693;i dag er sike en procents af de samme vanborsereer  moel ten;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;erstat firkant med den markerede billedfil;0.6666666666666666;0.19047619047619047;en stat firkant med den markere bedefilm;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;nu er det klart at bygningen skal blive siger hun;0.7;0.4489795918367347;nu er det fallet byg ske lee slive;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;vi vil godt spare lidt på os selv;0.125;0.09090909090909093;det vil godt spare lidt på os selv;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;der er i dag syv statsadvokater og de har på enkelte områder vist sig uenige med justitsministeren;0.1176470588235294;0.030612244897959183;der er i dag syv statsadvokater og de er på enkelte områder viste sig uenige med justitsministeren;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;nye generationer vil blive ligeglade med denne væsentlige del af den amerikanske kulturarv;0.38461538461538464;0.08888888888888889;nye generationer vil blive ligeglad men den væsentlige dél af den amerikanske kelturir;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;en stor del af dem der har søgt væk går nemlig ud i arbejdsløsheden;0.42857142857142855;0.19402985074626866;en stor del af dem der har søngt lik og venlig ude i arbejdspøsshed;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;og sammenføjning af vægge til pæne hjørner er ikke spor lettere;0.7272727272727273;0.2698412698412698;og sammenfolringen er veikke tilpæne hjørne er ikke sprolefte;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;samtidig er der kommer flere grå hår på de bankansatte;0.7;0.25925925925925924;samtidig er det kommet flere går hårdr gåd erengelsae;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;flyt foden fra speederen over på bremsen;0.8571428571428571;0.225;flet boden for spelderen or vor bremsen;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;der er samtidig aftalt et afhøringstema;0.8333333333333334;0.15384615384615385;der r samtidig og aftalte en afgøringstema;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;der ligger ikke noget tilbud fra dem;0.14285714285714285;0.08333333333333333;der ligger ikke noget tilbud fra;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;faldet skyldes at forbrugerne i december har et mindre optimistisk syn på både familiens kommende økonomiske situation og på landets økonomiske situation;0.3636363636363637;0.1176470588235294;ralle skyldes at forkurene i december har et mindre optimisti tyn på råd familiens kommende oromiske sitution og på landets øovomiske situation;['room_reverb'];15;15
09/05/2020, 10:44:39;Noisy_hyperparameter_tuning__0.2_0.95_6.57_0_5_7.99_0_5_6.37_0_0.5_0.5_0.5_0.5;regeringens udspil rummer for meget radikal forsvarspolitik og dermed for voldsomme nedskæringer mener de konservative;0.3333333333333333;0.11016949152542373;regeringens ulspile håmmer for meget radikant korsegspolitiv og dermed ver voldsomme nedskæringer mener de konservative;['room_reverb'];15;15
