Time;Model_id;Reference;WER;CER;Transcript;Augmentation_list;Best_epoch;Total_epoch
30/04/2020, 15:34:00;AblationClean_Baseline;i forvejen udgør den særlige gruppe af erhvervsforskerstuderende kun to hundrede tredive ud af de nuværende fire tusind;0.05555555555555555;0.008403361344537815;i forvejen udgør den særlige gruppe af erhvervsforskersvuderende kun to hundrede tredive ud af de nuværende fire tusind;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;det vigtige er at fjerne et hvert præg af elite og ligne vælgerne mest muligt;0.26666666666666666;0.025974025974025976;det vigtige er at fjerne ethvert præg af alite og ligned vælgerne mest muligt;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;jo mere de taler offentligt jo mindre vil der blive opnået i praksis;0.07692307692307693;0.04411764705882353;jo mere de taler offentligt med mindre vil der blive opnået i praksis;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;hvem ved måske ønsker han at lære at læse;0.1111111111111111;0.024390243902439025;hvem ved måske ønske han at lære at læse;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;varmen fortsætter men luftfugtigheden får den til at føles mere trykkende;0.3636363636363637;0.0821917808219178;varmen fortsætter men luffugtigheden for dem til at føles mere tryggene;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;de har beskæftiget sig med problemet i halvtreds år;0.0;0.0;de har beskæftiget sig med problemet i halvtreds år;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;ham kan du ikke retsforfølge bagefter;0.8333333333333334;0.16216216216216214;kamp kan du ike grest for følge bagefter;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;industri håndværkerskolen;1.0;0.0;industri håndværker skolen;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;det er for eksempel hændt at der under en messe er kommet en shaman for at hjælpe med at helbrede en eller anden;0.3043478260869565;0.09821428571428573;der er for eksempel hent at der under en messe at komme det en caman for at hjælpe med at helbrede ind eller anden;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;alene ved at respektere nationernes forskellighed kan man få dem til at gå op i en højere orden;0.05555555555555555;0.021052631578947368;alene ved respektere nationernes forskellighed kan man få dem til at gå op i en højere orden;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;de der ved bedre har altid haft lette kår men hvordan var situationen egentlig før;0.26666666666666666;0.0975609756097561;de har veret bedre har altid hart flettet kår men hvordan var situationen egentlig før;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;jeg havde ikke set den slags dyr siden jeg for længe siden var dæksdreng i handelsflåden;0.3125;0.125;jeg havde ikke se den slaks dyre siden jeg for længe siden var dæktsteng i handelsun;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;og det må vel være et problem for en mand der netop er hjertets sanger;0.2;0.1;for det må ve være et problem for en mand der netop er hjørtil sanger;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;det kan godt være problemet dukker op igen men det gør ikke ondt;0.07692307692307693;0.015625;det kan godt være problemet dukker op igen en det gør ikke ondt;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;det er en lammende næsten drænende præstation;0.14285714285714285;0.06666666666666668;det er en lammelend næsten drænende præstation;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;rediger seneste handling;0.3333333333333333;0.08333333333333333;radigere seneste handling;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;illustrationerne er fine og hvert eneste godt tredive siders indbundne lille bog rummer et eventyr fra hver af de omtalte kulturer;0.4761904761904762;0.12307692307692307;illustrationerne er fin om hvert eneste godt travve siders indbulde lille bog råmmer et even tyl a forvær af de omtalte konturer;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;han havde arbejdet over som det forventedes af en mand i hans position og var nu på vej hjem for at nyde aftenen alene;0.16666666666666666;0.07627118644067797;han havde arbejdet ord som det forventes af en mand i hans position og var nu på vej hjem for at nyde af aftenen alænen;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;i jeres pressemateriale står der at bogen definerer halvfemsernes subkulturer;0.4;0.09090909090909093;i ers pressmateeiler står der at bogen definerer halvfemsernes suv kulturer;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;spilleren fik desuden underkendt et mål fordi bolden havde været over baglinjen;0.25;0.0759493670886076;spilleren fik desuden underkendt et månd fordi bolden havde været or baglinne;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;efter snakken om tæppet skal børn og forældre se klokketårnet;0.5;0.08196721311475409;efter snakken om tæppetskel børne forældre se klopketornet;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;hvem er det egentlig der sætter prisen;0.14285714285714285;0.02631578947368421;hvem er det egentlige der sætter prisen;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;gå ind på en ølstue og få et krus øl;0.5;0.2222222222222222;gåv ind på et ølstue og får et krudseg ud;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;er vi ikke temmelig fremragende til at behandle sygdomme;0.2222222222222222;0.017857142857142856;er vi ikke temmelig fremragende tila behandle sygdomme;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;der skal vi huske os selv på at have et ansvar for andre også dem i familien;0.1176470588235294;0.03947368421052632;der skabet huske os selv på at have et ansvar for andre også dem i familien;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;jeg tænker på dig men selv om jeg ved alt dette er sandt og du er til så ved jeg intet;0.3333333333333333;0.12790697674418605;er tænker på dig men søl om jeg ved alt det er sandt og du er tile som med je intet;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;den sag giver stof til eftertanke for borgere i vores samfund;0.18181818181818185;0.09836065573770493;den sag giver stof til eftertanke for vors borgere i vort samfund;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;det er jeres ansvar siger han i det han peger ud på forsamlingen;0.15384615384615385;0.046875;det er jeresa ansvaret siger han i det han peger ud på forsamlingen;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;det er der kommet et højst usædvanligt værk ud af;0.2;0.1020408163265306;det er der kommet et højst usenbanlig verk ud af;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;tag brødet op og hæld drikken på flasker;0.25;0.075;tag brødet op ag halv drikken på flasker;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;min fætter hører hjemme i bjergene;0.3333333333333333;0.08823529411764706;hun fatter hører hjemme i bjergene;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;drømmeren kan aldrig få nok;0.4;0.1111111111111111;drommeren kan aldrig for nok;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;det var spild af tid mente han og for at få regeringens forslag igennem under behandlingen af finansloven tyede regeringen flere gange til tillidsafstemninger;0.5416666666666666;0.13291139240506328;der var spirer tid mente han og få få regeringens forskig gennem ånder behandlingn af finansloven tyve regeringen flere gangee til tidligets afstemninger;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;miljøstyrelsen vil selv gennemføre tre kontrolanalyser for at være helt sikker på at de er ufarlige;0.1875;0.060606060606060615;i hustyrelsen ve selv gennemføre tre kontrolanalyser for at være helt sikker på at de er ufarlige;[];20;20
30/04/2020, 15:34:00;AblationClean_Baseline;vi er efterhånden vant til at vi hurtigst muligt skal videre til næste programpunkt;0.21428571428571427;0.060240963855421686;vi har efterhånden vant til at vi hurtigst muligske videre til næste programpunkt;[];20;20
