Time;Model_id;Reference;WER;CER;Transcript;Augmentation_list;Best_epoch;Total_epoch
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;i forvejen udgør den særlige gruppe af erhvervsforskerstuderende kun to hundrede tredive ud af de nuværende fire tusind;0.16666666666666666;0.050420168067226885;i forvejen udgør den særlige gruppe af erhvervsforskerstuderende kun to hundrede tredive ud af de ded nudvørende fire tusinde;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;det vigtige er at fjerne et hvert præg af elite og ligne vælgerne mest muligt;0.26666666666666666;0.025974025974025976;det vigtige er at fjerne ethvert præg af elite og ligned vælgerne mest måligt;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;jo mere de taler offentligt jo mindre vil der blive opnået i praksis;0.07692307692307693;0.04411764705882353;jo mere de taler offentligt med mindre vil der blive opnået i praksis;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;hvem ved måske ønsker han at lære at læse;0.3333333333333333;0.12195121951219512;ven ved måske ønske han at lære at kase;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;varmen fortsætter men luftfugtigheden får den til at føles mere trykkende;0.18181818181818185;0.0410958904109589;varmen fortsætter men lutfygtigheden får den til at føles mere trykende;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;de har beskæftiget sig med problemet i halvtreds år;0.0;0.0;de har beskæftiget sig med problemet i halvtreds år;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;ham kan du ikke retsforfølge bagefter;0.5;0.16216216216216214;kamp kan du ie gresforfølge bagefter;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;industri håndværkerskolen;1.0;0.0;industri håndværker skolen;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;det er for eksempel hændt at der under en messe er kommet en shaman for at hjælpe med at helbrede en eller anden;0.3478260869565217;0.09821428571428573;det er for eksempel hent at der under en messe at komme det chaman for at hjælpe med at helbreder ind eller andet;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;alene ved at respektere nationernes forskellighed kan man få dem til at gå op i en højere orden;0.0;0.0;alene ved at respektere nationernes forskellighed kan man få dem til at gå op i en højere orden;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;de der ved bedre har altid haft lette kår men hvordan var situationen egentlig før;0.4666666666666667;0.15853658536585366;de hev bedet bedre her altid har fetdet kårt men hvordan var situationen egnentlig før;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;jeg havde ikke set den slags dyr siden jeg for længe siden var dæksdreng i handelsflåden;0.5625;0.2727272727272727;ji har havet ikke set den saks dyrede siden jeg vår længe siden var et diktstenn i handelsen;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;og det må vel være et problem for en mand der netop er hjertets sanger;0.3333333333333333;0.11428571428571427;for detmåd vel være et problem for en mænd der netop er jertil sanger;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
02/05/2020, 15:29:58;AblationClean_Baseline_allAugs;det kan godt være problemet dukker op igen men det gør ikke ondt;0.15384615384615385;0.046875;det kan godt være problemet dukke op igen end det gør ikke ondt;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment', 'speed_perturb'];17;20
