Time;Model_id;Reference;WER;CER;Transcript;Augmentation_list;Best_epoch;Total_epoch
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;psykiske ændringer indtræder hos de fleste efter flere års sygdom fulgt af langsomt fremadskridende demens der kan ledsages af depression eller konfusion;0.5909090909090909;0.2352941176470588;psrykiske ændringer indteder hos de fleste efter folere års sygdomme hun er langsomt frated skileliment der geriseres af den mesion eller kolfosien;[];13;15
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;men samfundet er vel os alle sammen inklusive den danske fagbevægelse;0.7272727272727273;0.13043478260869565;en samfuldet der vel os alle samme inkusive da ted danske fagbevænelse;[];13;15
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;forsøget skal forhindre det alt for store frafald der er efter gymnasiet;0.3333333333333333;0.1111111111111111;forsøget skal forhænlek de alt for store fragald der er efter gymnagie;[];13;15
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;der vil komme flere og flere lægemidler som helt kan udrydde behandlinger;0.25;0.0821917808219178;der vil komme flere og flere lægemidler som hen kin uldrude behandlinger;[];13;15
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;jeg kan ikke rejse en sag mod sygehuset for en patient;0.4545454545454545;0.2962962962962963;jeg kan ikke rejse en sag in synejysn komin siere;[];13;15
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;jeg vurderer ham absolut som den største;0.14285714285714285;0.025;jeg vurdere ham absolut som den største;[];13;15
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;zoom ind på centreret tekst;0.4;0.14814814814814814;et su ind på centreret tekst;[];13;15
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;direktøren støttes af museets ansatte;0.0;0.0;direktøren støttes af museets ansatte;[];13;15
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;de mødte børn fra mange samfundslag og lærte man udmærket kan være forskellige og alligevel sammen;0.75;0.2857142857142857;de mødte børn får magesamfundsdægere læree at udbekle kann være forskellige og lur here ere sage;[];13;15
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;hold pause hver anden time slap af og gør nogle lette strækøvelser;0.5;0.19696969696969696;ol  pause ver anden time slaan og gør nogle likke strækkeynfer;[];13;15
29/04/2020, 13:45:08;Noisy_Ablation_Baseline;det undrer mig at departementschefen var med til det møde;0.4;0.15789473684210525;det gundrer mig at det kår mantchafen var med til det møde;[];13;15
