Time;Model_id;Reference;WER;CER;Transcript;Augmentation_list;Best_epoch;Total_epoch
25/04/2020, 17:18:25;Ablation_Baseline;alle lederne har prøvet at påkalde sig verdens opmærksomhed om en uret der først og fremmest rammer uskyldige og forsvarsløse civile mennesker;0.4545454545454545;0.15492957746478872;haner lederne har prøvet at påkgæde sig verdens opmærksomhed om en uret der første frommat harmer uskylag og forslagsløse sevile mennesk;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;ekstraudstyret er forholdsvis dyrt for eksempel knap otte tusind kroner for elruder og sytten tusind kroner for læderindtræk;0.3888888888888889;0.16129032258064516;ekstostyreter foresestyre for eksempel knap otte tusind kroner for alleruder og sytten tusind kroner for nederend tre;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;det er førerens ansvar at børn under femten år er spændt fast og at de sidder i det rigtige udstyr;0.35;0.08163265306122447;det er førerens ansvar at børn under femten årsan fast og atdesedder i det rigtige hudstyr;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;den sag giver stof til eftertanke for borgere i vores samfund;0.4545454545454545;0.19672131147540986;dén sag giver stof til eftertrangger for vor sporger i vors samfund;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;orkesterspillet var mættet med fine udtryksfulde detaljer;0.0;0.0;orkesterspillet var mættet med fine udtryksfulde detaljer;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;vi tog simpelthen fejl siger en amtsborgmester;0.42857142857142855;0.10869565217391304;vi tøg simmelenen fejl u siger en amtsborgmester;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;vi kan ikke løbe fra vort ansvar her;0.25;0.08333333333333333;vi kan ikke løbe for vors ansvar her;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;jorden hejses op i spande;0.8;0.32;jorern har jegsæ op i spanden;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;hans mål er at skabe landets største ejendomsselskab der både skal kunne udvikle nye idéer og drive ejendommene;0.1111111111111111;0.01801801801801801;hans må er at skabe landets største ejendomsselskab der både skal kunne udvikle nye idéer og ddrive ejendommene;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;dagligt stak han næsen ind i min fars atelier for at indsnuse terpentin og kaste et søgende blik på hans igangværende billeder;0.6363636363636364;0.21428571428571427;dagligt stak kan næsten in imin sares or tilleb for at indstutee terpentint vi kaste et søgende blik for hansl igangverde bentder;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;i omkring et tusinde meters højde på en kringlet bjergvej fandt vi brødrene og gik i gang med et omfattende og delikat måltid;0.2608695652173913;0.11199999999999999;i omkring et tusind meters højde på en kringlet bjærbar lant by brødere gik i gang med et omfattende og delikat måltid;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;her ventes lønnen for en typisk industriarbejder at stige med beskedne tre procent i det nye år;0.1176470588235294;0.021052631578947368;her ventes lønnen for en typisk industiarbejder ag stige med beskedne tre procent i det nye år;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;opfatter du dig som en succes eller som en fiasko;0.3;0.14285714285714285;opfatter du dig som med en succes aller som en jazsko;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;de behøver ikke længere at drømme om en rejse;0.3333333333333333;0.08888888888888889;de behøver ikke længere at dromme om men vejs;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;hvis ikke det er tilfældet føles det i hvert fald sådan;0.9090909090909092;0.2909090909090909;hvis der ikke deer tilfølde søles deti varsel så;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;hans reaktion havde stadig betydning dengang;0.5;0.09090909090909093;hans reaktion havde stadet betydning denne gang;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;idrætsforeninger landet over har modtaget direkte vildledende informationsmateriale som nu bliver trukket tilbage;0.38461538461538464;0.09734513274336284;i trodsforeninger landet ord har modtagets direkte hvildlede informationsmateriale som nu bliver trukket tilbage;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;de er ikke vendt mod nogen eller noget andet end ordene som vibrerer gennem lokalet på en sprød klangbund af jazz;0.5238095238095238;0.17699115044247787;de er ikke vændt hvor nogen blan noget andet end rornigt som di brerer gennem lokale kunsbrød klamgbund af jazz;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;ud fra et dansk politisk synspunkt vil topmødets erklæring helt klart ikke være tilfredsstillende;0.07142857142857142;0.020618556701030927;ud fra et dansk politisk syvspunkte vil topmødets erklæring helt klart ikke være tilfredsstillende;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;dengang frygtede vi at han kunne være lidt for dominerende i hendes udvikling;0.2307692307692308;0.06493506493506493;dengang frygted vi at han kunne være let for at dominerende i hendes udvikling;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;der er ikke offentlig adgang til private arealer;0.125;0.02083333333333333;der er ikke offentlig adgang til provate arealer;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;det er rart og komfortabelt;0.0;0.0;det er rart og komfortabelt;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;det er en meget svag formulering;0.0;0.0;det er en meget svag formulering;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;rediger seneste handling;0.3333333333333333;0.08333333333333333;radigere seneste handling;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;han havde arbejdet over som det forventedes af en mand i hans position og var nu på vej hjem for at nyde aftenen alene;0.2083333333333333;0.06779661016949153;han havde arbejdet ord som det forventes af en mand i hans position og vor nu på vej hjem for at nede aftenen alee;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;den eneste måde hvorpå man kan lette det pres der altid truer med at opløse personligheden er ved at mangedoble den;0.5238095238095238;0.13043478260869565;den eneste måde hvor bår man kan lette det præste alti troer mel at opløvelse personihemen er ved at mange dobteden;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;ingen af de to økonomer tror at regeringens tal for den private beskæftigelse kan holde;0.06666666666666668;0.011494252873563218;ingen af de to økonomer tror at regeringens tal for den primate beskæftigelse kan holde;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
25/04/2020, 17:18:25;Ablation_Baseline;samtidig er vi heller ikke interesseret i at begrænse mobiliteten på arbejdsmarkedet;0.08333333333333333;0.011904761904761904;samtidig er vi heller ikke interesseret i at bekrænse mobiliteten på arbejdsmarkedet;['tempo_perturb', 'room_reverb', 'volume_perturb', 'add_wn', 'shift_perturb', 'spec_augment'];15;15
